# vx vy dx
8.504152534294756549e+01 7.192887784295781728e+01 1.264902474957187223e+03
7.117911597012070501e+01 9.708846977185960725e+01 1.415043605392693735e+03
7.575364085476036280e+01 8.824017014558610583e+01 1.354307499153388335e+03
7.156902577170706081e+01 9.396199145523689822e+01 1.360935175151057138e+03
1.077422333937639394e+02 6.014451040045240404e+01 1.320275841663698657e+03
9.699368302753231319e+01 7.923391778557375176e+01 1.574582568820782626e+03
6.248954354685386647e+01 1.030736190017453424e+02 1.310865904646871513e+03
8.141650052533871929e+01 8.888708435330421764e+01 1.473631298494690100e+03
9.316875711135840277e+01 9.033443540535422756e+01 1.698793064944370599e+03
1.035002166724288486e+02 8.492632234253940737e+01 1.793883109338646818e+03
9.992066854835168499e+01 9.332705623883862245e+01 1.898374380797014510e+03
7.722217852535555949e+01 1.060770190812870908e+02 1.673943390291464539e+03
7.316358131178917290e+01 6.775620493601178396e+01 9.939367308237076486e+02
7.490946668490980187e+01 6.573124102099797028e+01 1.013372443881907998e+03
8.239371177569056215e+01 9.972047635779760810e+01 1.673610973010294856e+03
7.643408012083855851e+01 6.798879286622909035e+01 1.048332233082521270e+03
9.690619486259510040e+01 7.567827618797218747e+01 1.502976473760734507e+03
6.400246402588528838e+01 1.013879160837524864e+02 1.320070749850771335e+03
7.840487096358700114e+01 8.967987405915843624e+01 1.428241499513557301e+03
9.444869235386350681e+01 8.546003313894753717e+01 1.634803190450157672e+03
8.505896527219140069e+01 7.675841827259597494e+01 1.324179722569470186e+03
7.631339156358468756e+01 9.434560160008946639e+01 1.468147449932173458e+03
9.051069868693522835e+01 8.872345699875538116e+01 1.626330502607505196e+03
1.052275178067519050e+02 7.880631153842959691e+01 1.711286466525637024e+03
8.104664413119428445e+01 8.814465226515085305e+01 1.463777654977644261e+03
6.455838631472616385e+01 9.501138068289057514e+01 1.268643744179053101e+03
6.238162421816453218e+01 4.520359502748100056e+01 5.811450509213537998e+02
8.866501584283849979e+01 1.134634235002616549e+02 2.052730683161521029e+03
9.895593202946778888e+01 7.357553331123736484e+01 1.469460060233888498e+03
6.548749537208966842e+01 1.067682519950407425e+02 1.434482583938011885e+03
7.036435269185139418e+01 8.106193383732258440e+01 1.158332002771321640e+03
8.816260525855496155e+01 9.848504303114114578e+01 1.778848519887966859e+03
8.605768912054425357e+01 9.148177658230670772e+01 1.601618432485359563e+03
8.690499786983372132e+01 7.898080936219754733e+01 1.397067383558254051e+03
6.887388380599347215e+01 8.078809659913562768e+01 1.145576359945378499e+03
8.620691565232451126e+01 1.013880000800580348e+02 1.795993267217543689e+03
8.418940027387317571e+01 1.011443366228633920e+02 1.726685519424219137e+03
6.262236886429506910e+01 7.307194330370649027e+01 9.108657147051638958e+02
7.162066562410844028e+01 7.629627213460214818e+01 1.114519077295299894e+03
8.299051895399485090e+01 8.476459735310982069e+01 1.426776293584318637e+03
1.057501083285879986e+02 7.339553165759839715e+01 1.576966448418634400e+03
8.201731446561140615e+01 8.725377756771558779e+01 1.444114881271277454e+03
9.063945951983647831e+01 8.842014182878078543e+01 1.636888141268935669e+03
8.271599311893743334e+01 8.564122820464338304e+01 1.454998850354025990e+03
1.354013233704569643e+02 8.603203185030974964e+01 2.368114554602354474e+03
8.032121550124782061e+01 6.207815497815460049e+01 9.999691324200771305e+02
7.941382121606237376e+01 8.159881030540229574e+01 1.309315037312383993e+03
5.560424520615179489e+01 9.435507961410938549e+01 1.065746908676553630e+03
8.706907984161483682e+01 1.074620312867068606e+02 1.912324068895035680e+03
1.129273384848497983e+02 7.798656695864784183e+01 1.778774647052069213e+03
9.523139290987768391e+01 9.558270167037173337e+01 1.864092744418752318e+03
8.540700114281850119e+01 6.969462316694048809e+01 1.207554272178387919e+03
5.514701052575603768e+01 6.175325114063582532e+01 7.009839696087188941e+02
7.687531102305541708e+01 9.056856526394876994e+01 1.430660000049509563e+03
1.075238352087982037e+02 5.785060839905946750e+01 1.274033919700662636e+03
6.334101273866550486e+01 8.389622875183248141e+01 1.087876624205975304e+03
7.593158190631365301e+01 7.111987680255973032e+01 1.097601495061041987e+03
5.905431605528745820e+01 6.960301963683519944e+01 8.313673870250198661e+02
9.845839594335171796e+01 9.116959861528187048e+01 1.846837866673539338e+03
1.070009352282733062e+02 7.819182617154670822e+01 1.704787607607077462e+03
5.500681612776144647e+01 8.591379774367581490e+01 9.794194086186258801e+02
1.121802386130682407e+02 7.163263125784990848e+01 1.645905404428346401e+03
6.160474978618158559e+01 9.860721521099807774e+01 1.238121208245484240e+03
1.148150088161372082e+02 7.755112484786153004e+01 1.822185106670673804e+03
7.181796075192994522e+01 6.980380825876196127e+01 1.030880435461723209e+03
8.475752034752919428e+01 7.250722404903073937e+01 1.272793766806980557e+03
9.213095381270744610e+01 6.910018132612923125e+01 1.285799103432735592e+03
8.936055414972899769e+01 5.823979269188502172e+01 1.067908139207859676e+03
7.617634649465722418e+01 8.876183457738999039e+01 1.378492042794491681e+03
7.193609893894604568e+01 8.634284572487899823e+01 1.257193818856952930e+03
8.189696180924934765e+01 9.449436137424265780e+01 1.576189343024027949e+03
5.209124538310086905e+01 9.893491310285804730e+01 1.034336024479440539e+03
7.565084183202088752e+01 7.350895303079478538e+01 1.130888961708569241e+03
8.924023011564941044e+01 8.128873294585378062e+01 1.468185493070240000e+03
8.672145535212480638e+01 6.492333593032691397e+01 1.150257472446480733e+03
8.836584648706735834e+01 7.011472304688483348e+01 1.248895393627367866e+03
7.168487442628268980e+01 8.898914586704776752e+01 1.283526079497343062e+03
9.010717902066042484e+01 9.244038986573191607e+01 1.697231392104243923e+03
9.449977645592719000e+01 6.552702772266115971e+01 1.268550813223060231e+03
7.218724472161592587e+01 8.026341860061340583e+01 1.180127909746065370e+03
6.393388083595807814e+01 1.196620667049825641e+02 1.570326938399588016e+03
9.471213887435833101e+01 9.158154947593817496e+01 1.767706370707941460e+03
7.182636858997904028e+01 7.526863303788931603e+01 1.095673240660208194e+03
6.402920772065634480e+01 9.088206609313246531e+01 1.188402753854890761e+03
9.689649306783461213e+01 9.549462685356316172e+01 1.871961916661606438e+03
7.103117068170467974e+01 8.450747328197654440e+01 1.213310675314936589e+03
7.726685030618891403e+01 7.694485643918672224e+01 1.218206431750039428e+03
1.058242059877852057e+02 8.301149329025244583e+01 1.781757232848500053e+03
7.534345507575345380e+01 1.077883067953384142e+02 1.651704981128381178e+03
7.263729160434471055e+01 7.525956972351386298e+01 1.119446307559182969e+03
8.002875957574272547e+01 5.698388648598997008e+01 9.300291291169179431e+02
8.461149365644398301e+01 8.994122258853666096e+01 1.550636998514573406e+03
8.183313061895650264e+01 5.927413775391114825e+01 9.852949053863079598e+02
7.848053304108535144e+01 9.867678314504563275e+01 1.580961313466747242e+03
8.664662890073957158e+01 7.953136266752207462e+01 1.399333038898157838e+03
5.662326411739437049e+01 1.039121547505678933e+02 1.186862273510737850e+03
1.138213549576730088e+02 5.636225411647839678e+01 1.303433354221268701e+03
8.905983021356733786e+01 9.357668830176274355e+01 1.695027404801566945e+03
7.327244573195488897e+01 6.648772441913470743e+01 1.003084948446827184e+03
9.576386811751309835e+01 7.646039238480652500e+01 1.483684568315485649e+03
1.048201193227962023e+02 8.201958826784094470e+01 1.774157254776696163e+03
9.867063287007400163e+01 1.043587575295043735e+02 2.082522303332824322e+03
8.661762550345981992e+01 9.575309843196181703e+01 1.695279323132322816e+03
7.840623204051806283e+01 4.381328201859049898e+01 6.914321659465840639e+02
5.140425112937228391e+01 9.176177758882329272e+01 9.624791645880826536e+02
6.543980926603175874e+01 5.866048928967111920e+01 7.823066537383889454e+02
8.476461502573150142e+01 6.950587406323018058e+01 1.200019582991284778e+03
7.144159077761028698e+01 9.524584154273819081e+01 1.411058036988483991e+03
6.383538386405767540e+01 5.851373810935302799e+01 7.537229010674807341e+02
7.201099587493207821e+01 8.892585091834003208e+01 1.303411624920449185e+03
7.675191269311470421e+01 1.019053428081587782e+02 1.593580611799596682e+03
1.091238845145852565e+02 5.319356295797901879e+01 1.171879810906352532e+03
7.460337520517762755e+01 6.525943799954630720e+01 9.902904182691428332e+02
7.514995831159406237e+01 6.053068521188590978e+01 9.375647566849455643e+02
4.416661735637291031e+01 7.847057471273927831e+01 7.200809117357105151e+02
1.009765611892576231e+02 6.515058421488781448e+01 1.339701263083266667e+03
7.764149968820672143e+01 8.132163617700896907e+01 1.311775862135374382e+03
7.702342428072371661e+01 1.247885413541151536e+02 1.950190500246376587e+03
8.143032186844992282e+01 9.089934936667742704e+01 1.491377284540701112e+03
5.432627627694513706e+01 7.572607342333084546e+01 8.481771163184268971e+02
7.532255254752557505e+01 7.613526701332912694e+01 1.164243988611909799e+03
8.814723434658939993e+01 6.178603656061659422e+01 1.092235171827518116e+03
7.045612734508989661e+01 7.999125864022039423e+01 1.136235776885788937e+03
7.967351507738590044e+01 8.660059417123777337e+01 1.410779968366741514e+03
8.417222312940744189e+01 8.264451169181813839e+01 1.418593652971998836e+03
6.949204472096724317e+01 5.629961156271045297e+01 7.799676492750195393e+02
9.814858086633593359e+01 9.390776630897910593e+01 1.873624859172006836e+03
8.120195602385716427e+01 7.383979725069401923e+01 1.225162974312704591e+03
8.872406131923530381e+01 8.622733998179541004e+01 1.560533314058774295e+03
5.931152642788443075e+01 8.672496700421498872e+01 1.039312432910792268e+03
7.117142204448168741e+01 9.732630377423573975e+01 1.411630433440559500e+03
8.070183175666039688e+01 6.645763709648662143e+01 1.085469775919076710e+03
1.205354144943640051e+02 8.660015041985847972e+01 2.134121643633157873e+03
8.639646321775732929e+01 1.013318852444848233e+02 1.768876936534623837e+03
7.883670309674735677e+01 9.562178312359421284e+01 1.536092371323776433e+03
1.062926521758001996e+02 8.721799622232482818e+01 1.884907365263412657e+03
9.212972481252646162e+01 6.476160024379421998e+01 1.215503134309713005e+03
6.873332281616498562e+01 8.696618036957261211e+01 1.207776081614487566e+03
8.957233858997477682e+01 7.850209304399704990e+01 1.432369955140682123e+03
8.092335322951515764e+01 8.985247214145466899e+01 1.479614461881896887e+03
6.352323717603131570e+01 9.194525697953145027e+01 1.188824350912086629e+03
6.814294706773699772e+01 7.142369168099463650e+01 9.980223577349054267e+02
9.424860267187935392e+01 7.426301477736490142e+01 1.425633086216780157e+03
8.449826678998567786e+01 8.935189042695886030e+01 1.538476174623883026e+03
8.332634509275598589e+01 6.147260661448109431e+01 1.046787726475016143e+03
1.131710144441830010e+02 5.108652023617786853e+01 1.167022333453705414e+03
7.754357661614882602e+01 9.304692093472570491e+01 1.458522760466597674e+03
1.022163689741156389e+02 7.256430503339829841e+01 1.506325256049786731e+03
9.988455232471488898e+01 5.851173349522956357e+01 1.171918966657767669e+03
6.081272442282089941e+01 6.816971321507408277e+01 8.414443924302379401e+02
9.235911760695252326e+01 6.328159440741329433e+01 1.188525300111565002e+03
5.775846326397411445e+01 9.004191911828969808e+01 1.059990798425056028e+03
7.761144484245700426e+01 7.183459828248334134e+01 1.143824740402862972e+03
5.808050801852270695e+01 7.850400519456260895e+01 9.385326454635043092e+02
1.101773619229953454e+02 8.842973144440465205e+01 1.995773793027906095e+03
6.753311707831311139e+01 1.033118876818106600e+02 1.412007387206492467e+03
9.770870237069510722e+01 9.161426976514545117e+01 1.844509932141528907e+03
6.621091806131256874e+01 7.209427412007046598e+01 9.723949424305535558e+02
6.768040762335938609e+01 7.773900053280836175e+01 1.069825880291458134e+03
9.119547616083481500e+01 6.147261001676486813e+01 1.139238282010372586e+03
7.660868396376407929e+01 9.671702861504755333e+01 1.512124593003252130e+03
7.497784138571358881e+01 8.052822015033061120e+01 1.225007173240615884e+03
1.075648560457520944e+02 8.327603318198544002e+01 1.832178481985208009e+03
5.996368440656345911e+01 9.017689592761593076e+01 1.101393622326993864e+03
7.559650543415054358e+01 7.470306170142066549e+01 1.157205198681237789e+03
6.703810432039205125e+01 8.455318417733330705e+01 1.147663450821219612e+03
5.888519088905390220e+01 6.728383863166118317e+01 7.942153436063134677e+02
6.738792046946593928e+01 8.614099698345637535e+01 1.195476996746474470e+03
8.064701210177410928e+01 8.157275710737827978e+01 1.342050161523402267e+03
7.877727795053584714e+01 8.967329824886661527e+01 1.444989442635065643e+03
8.083709081484441583e+01 6.532569974996967233e+01 1.067341022795962090e+03
7.328341162705631007e+01 9.414761612641932231e+01 1.407416314285612316e+03
7.230835938600543500e+01 6.945872666491909797e+01 1.016111933264679806e+03
7.666012874639882568e+01 5.826189571071353157e+01 9.113811883823566404e+02
8.444256572125047455e+01 6.455270142832738145e+01 1.116073614509023628e+03
6.969841847197336904e+01 9.341194238910367176e+01 1.317699009598263729e+03
4.504453323461095238e+01 7.335690373566835376e+01 6.750342881272296154e+02
7.545870786789957663e+01 8.574496371688279339e+01 1.324106766515989420e+03
8.943536567640435919e+01 7.229385495841620468e+01 1.338056648849194517e+03
8.637995853101864441e+01 8.067590410309082927e+01 1.423319655893569006e+03
7.956541351378440652e+01 8.046228592747888797e+01 1.295244203585596097e+03
4.213646629851297121e+01 6.952348246300380197e+01 5.911682761501252799e+02
9.322456922197251572e+01 8.325965734332076806e+01 1.582349785632220346e+03
6.053062495139862165e+01 8.509280881737866764e+01 1.042541970329866672e+03
8.288736113336912581e+01 1.038751700708708086e+02 1.761794335018907077e+03
5.674958645741189400e+01 6.969299827376480039e+01 8.214739420632955671e+02
6.202265135413760788e+01 7.404979583546089827e+01 9.334717057830582689e+02
9.744522357350255959e+01 9.773252970810729323e+01 1.946108348671553586e+03
8.640065545647533440e+01 7.544296182967329401e+01 1.321192969574472954e+03
6.750409160479466664e+01 5.577439468155158409e+01 7.642647303146474087e+02
8.640617604670450191e+01 1.020893018472901019e+02 1.798697679636442444e+03
1.058280102256355377e+02 6.743950261373169042e+01 1.462788100317215594e+03
7.181993981326147036e+01 7.421427437936311833e+01 1.077010920379227628e+03
6.197723741135011011e+01 6.447084380720885122e+01 8.118115008717774117e+02
7.573814592346266750e+01 9.105645674280742696e+01 1.397166812096112835e+03
8.985468201427318036e+01 7.312710296205469263e+01 1.331923493051174773e+03
9.147254964529844301e+01 7.629054954061618332e+01 1.437502909972687576e+03
7.787173330712707298e+01 8.850653202311433176e+01 1.408904554021745980e+03
7.416311917447198709e+01 6.694744991482140506e+01 1.019400707426795179e+03
8.941323654240304108e+01 9.762714062932718662e+01 1.791225671582648374e+03
1.155479116274334217e+02 8.840683378975330697e+01 2.093726847286064185e+03
9.384004679121211723e+01 6.899733567940644718e+01 1.319165217530786322e+03
6.974943891791691897e+01 9.416017993738051928e+01 1.340615895937215782e+03
1.019055608686086600e+02 9.112067220257543454e+01 1.891010586971370458e+03
6.349393842921662667e+01 5.906133071235355203e+01 7.689878320277094872e+02
7.963395158092595238e+01 8.287954208394143052e+01 1.348783450662834866e+03
9.316179117992388115e+01 8.165102983831096140e+01 1.541328550591452540e+03
9.594701153182126063e+01 8.152023388234282208e+01 1.589128712962121881e+03
8.434677238869498694e+01 8.283365381918427772e+01 1.418928001164126044e+03
8.634530664150751988e+01 8.979030391795697597e+01 1.574360576513542583e+03
7.166085820931243688e+01 7.377235665987880964e+01 1.079365044481545965e+03
8.735033361441468003e+01 5.568863616088651725e+01 9.699080408970436338e+02
5.129984281422005665e+01 8.551078413106777987e+01 8.971881316392040162e+02
7.907004580394568904e+01 1.029934569938008622e+02 1.661940010335233865e+03
6.878311196087537382e+01 7.587833851357468973e+01 1.053418600799114074e+03
8.445743222603780964e+01 8.228645516890615852e+01 1.410802833727890857e+03
6.964418353791461413e+01 8.393246723330925363e+01 1.190134792382155638e+03
9.278030211756058065e+01 4.884537513753627991e+01 9.240942092995263693e+02
8.889356226250401960e+01 6.934355109535313488e+01 1.248062302666097821e+03
6.795197655655447022e+01 8.673691314256254259e+01 1.197237234206725361e+03
9.034692447716125230e+01 1.074606144248657813e+02 1.970725704526591016e+03
8.783318806256131950e+01 1.099800555590937847e+02 1.954857739685433671e+03
7.740321712107400742e+01 8.063208616593547617e+01 1.270687422239319631e+03
4.533032469304346534e+01 6.610345327203188504e+01 5.889210221221464963e+02
7.518188947162188640e+01 8.901374776159534008e+01 1.367336228523730369e+03
8.921004275687046459e+01 1.005223275288118430e+02 1.810717486953613161e+03
6.011907913524177616e+01 9.785874539447367226e+01 1.215781327711594940e+03
8.005972924786910028e+01 8.139092775987690231e+01 1.338497425039109203e+03
8.751046010204598247e+01 8.256218957864795982e+01 1.455988625555065482e+03
8.383772647169858772e+01 7.577927108825018365e+01 1.304816823684714336e+03
8.258496593614972880e+01 9.479591172568176205e+01 1.585229974849635028e+03
7.053289135484418182e+01 3.669199355077849134e+01 5.202094897451368070e+02
7.686394441747505368e+01 9.454522252588941456e+01 1.496068569613317777e+03
9.945497827999233209e+01 6.783934991442032469e+01 1.377080216109569164e+03
7.818846773216193924e+01 7.968577022535885135e+01 1.282723454921545908e+03
8.981402339357019571e+01 1.004126381758990192e+02 1.831011644492016330e+03
7.839165141704675932e+01 9.060808736664345986e+01 1.425001877811991335e+03
6.179537127649631145e+01 8.406483514444512650e+01 1.056391806339249797e+03
8.204648505486996157e+01 7.902190657694525555e+01 1.316257025117314925e+03
7.620566837552540562e+01 9.002981587397965768e+01 1.414220515561024968e+03
7.420298844129382587e+01 7.889848564314942791e+01 1.194740314634857214e+03
6.952010791217415431e+01 7.476416288076255512e+01 1.064360637138893708e+03
5.680312924281905396e+01 5.928202784988916108e+01 6.773709210428262395e+02
2.831495332914714425e+01 6.890285413948276982e+01 4.149339161857099043e+02
5.511678042301574010e+01 1.093850083341759216e+02 1.220523725747435037e+03
6.644771273644231258e+01 8.106824124948538213e+01 1.102328578009932471e+03
6.925361327518302801e+01 9.215152144876904572e+01 1.287236295213155017e+03
7.861019534615051896e+01 6.818997550238596261e+01 1.091836587745738143e+03
7.261728612000696614e+01 7.213814299744819891e+01 1.069563561204584175e+03
5.937766471737545260e+01 8.607911583491043928e+01 1.035635250268316895e+03
9.782579611651200935e+01 9.012569797110653269e+01 1.782381427805457633e+03
9.250732169811193728e+01 3.782815154869768293e+01 7.121653138288041873e+02
7.868624933307440017e+01 9.591817991407648947e+01 1.533069685520688836e+03
6.777676782705992764e+01 7.983166512504369905e+01 1.117318808412597946e+03
9.118333258751769677e+01 9.331789415858332859e+01 1.735004740451441876e+03
9.942899348053124697e+01 9.865423611378506052e+01 2.003753657426731024e+03
8.086600533167222693e+01 6.735719078021826078e+01 1.107431037693813323e+03
6.495740519093706666e+01 8.614653556345230356e+01 1.138177551326377397e+03
7.474465833187908004e+01 7.040680402783826253e+01 1.084629046423829323e+03
8.515950428465052369e+01 8.089519729449727947e+01 1.397492619830148215e+03
1.017204760200589391e+02 7.466591225866383752e+01 1.549045981467593947e+03
7.022223068416826663e+01 7.823172226226530768e+01 1.113274215894593226e+03
1.010679617725037929e+02 7.853348493411347420e+01 1.622150327907681003e+03
7.816906063264332261e+01 6.903252059036358901e+01 1.098288152772357307e+03
9.792988602344088633e+01 7.196543228240891210e+01 1.470166146701483285e+03
8.784634686928546898e+01 8.110877755394864153e+01 1.464203704789363201e+03
6.860055239099658309e+01 9.208326972714469605e+01 1.275331731858772173e+03
7.285630354755360827e+01 9.401772609860771013e+01 1.399305444275004220e+03
9.732270779447881637e+01 7.424808429374786556e+01 1.492804481672287693e+03
8.024776607576654897e+01 7.340671423653834893e+01 1.203760910488844502e+03
9.286805711624630533e+01 4.996234309829371512e+01 9.446932827822264471e+02
5.905604539393344510e+01 9.467191292444010742e+01 1.155165229949605191e+03
7.489043661981024513e+01 7.584213328853428493e+01 1.153151816090224656e+03
9.204091339308175179e+01 8.665154376473684295e+01 1.617218368438386506e+03
6.303106477551364151e+01 9.929951160039368574e+01 1.281999226330743795e+03
7.610605265157920485e+01 8.447976370494563980e+01 1.309389920515118547e+03
5.375976844762648454e+01 7.813685983065907692e+01 8.387558818826936431e+02
9.835530478649806696e+01 4.716781697840270482e+01 9.569253484779255814e+02
7.688410540081700617e+01 8.703863191474798100e+01 1.362068766375285804e+03
1.062044647760069012e+02 1.015078556471875260e+02 2.195231827534971671e+03
9.112442315540599225e+01 9.851760168504272031e+01 1.828020165444845361e+03
5.909619045200892629e+01 7.133040379220297211e+01 8.671118215487260841e+02
9.283006144941741411e+01 5.612610657389976154e+01 1.054549722765333172e+03
8.211393061775251567e+01 9.269964503110780640e+01 1.537773725738691610e+03
8.163368377792271247e+01 8.755415153003410467e+01 1.461081017828853192e+03
6.919862733094662133e+01 7.068826028402807538e+01 1.031357222551755513e+03
5.878534464471646714e+01 7.250771347430874414e+01 8.503673274009340730e+02
9.898550592170484208e+01 8.391438609867847731e+01 1.692288910545849831e+03
7.980401742067553528e+01 7.621700271218647060e+01 1.242905698735629812e+03
4.011335270540142517e+01 1.163004307221708586e+02 9.541303644344550321e+02
7.059915035473412104e+01 7.911482890951198499e+01 1.125182693529378412e+03
8.267980325645176265e+01 8.257917815068216782e+01 1.401664428838423191e+03
7.917674556677485498e+01 6.813333732242058716e+01 1.103864176372248494e+03
5.803853082248616602e+01 8.648636666833087361e+01 1.031117331144726450e+03
7.470326332749351650e+01 8.806530143661973398e+01 1.337281869124057266e+03
1.086366727485609545e+02 8.276517168246762424e+01 1.808074042745539600e+03
8.268000750667711429e+01 8.243583657694675537e+01 1.405588694336158142e+03
9.591925920449614296e+01 7.146521365268675652e+01 1.392994943485424301e+03
9.767689340541735987e+01 6.213061008329737689e+01 1.228607116518492148e+03
9.272937512996787746e+01 4.946121372544644146e+01 9.620314700505253995e+02
8.220362785242096493e+01 9.663676105774673886e+01 1.624760949084110507e+03
8.684520283314890321e+01 7.833832629204583498e+01 1.397114754003589042e+03
7.525188117238668895e+01 7.128322002211419317e+01 1.083460083803726093e+03
8.715928640358525570e+01 6.751365358821722396e+01 1.199521147865753619e+03
7.805684242627849301e+01 9.023613292992448009e+01 1.443580900368989660e+03
8.353065550092378544e+01 8.265565275766411446e+01 1.389321796834298993e+03
8.815822940941905017e+01 1.128016564489424809e+02 2.028341171272422798e+03
8.594003960373845530e+01 8.566868508833515250e+01 1.494776036031854574e+03
6.158523522980438969e+01 7.598989836178357393e+01 9.557998379180813799e+02
4.406815592487784272e+01 6.622499205705406666e+01 5.723210194546556977e+02
7.030916778612726148e+01 7.782352518013203735e+01 1.134234902463352682e+03
7.727162423300973160e+01 6.793115115339212196e+01 1.062140170266522091e+03
9.668604578736869826e+01 7.799448103357332229e+01 1.549353358262039819e+03
7.669502816383509014e+01 4.848187461737101955e+01 7.644908809439102697e+02
6.627681436457443453e+01 5.612372269990054008e+01 7.450397307216030640e+02
7.875179109661335985e+01 8.736405869527736456e+01 1.418612871952758496e+03
8.072972184573528409e+01 6.050684928281471286e+01 9.894393995898544745e+02
7.881120242743689630e+01 8.719353406484907509e+01 1.409088774529294597e+03
8.096440503195798044e+01 6.912648683781463887e+01 1.166563994709955750e+03
9.198069966181668633e+01 8.391940102107156463e+01 1.571337935006987436e+03
8.135582944603234523e+01 6.443049015982084882e+01 1.067065541094187211e+03
8.519154567918822352e+01 7.487910359544706296e+01 1.296027571267814665e+03
8.504059727891606713e+01 6.206324506497670512e+01 1.054791713914368074e+03
6.179820497220866571e+01 9.848593926437101231e+01 1.228037494073164908e+03
6.765445641867040649e+01 6.568870690387211653e+01 9.146543058297451125e+02
7.619467988767057420e+01 6.467381588051256358e+01 9.919758067027950119e+02
8.163416246098701379e+01 7.716132559366886312e+01 1.271285837159798803e+03
8.886287991901362204e+01 7.020342915785143134e+01 1.271819895155930681e+03
5.457647273109192554e+01 6.808304600339151591e+01 7.588143152763259422e+02
7.565807441958328639e+01 7.102476630916702049e+01 1.101375658532681882e+03
9.199204458439407972e+01 7.280715404890338505e+01 1.369406396161407201e+03
7.405564343868334731e+01 7.256619649796778049e+01 1.084069214905832496e+03
8.722660319169581555e+01 7.905859692809622175e+01 1.408974910069635371e+03
1.060092238308401278e+02 8.437225034473931373e+01 1.836861579010510695e+03
6.899193993930103375e+01 9.701620950065969851e+01 1.363249919117782838e+03
8.247118577407398732e+01 9.907557743409455497e+01 1.672795158441538433e+03
9.442449697908280370e+01 9.437238138040798674e+01 1.815377291927997476e+03
7.431925290269401785e+01 7.169500211541239310e+01 1.087342230942701235e+03
8.312215985900458293e+01 7.358552948258684978e+01 1.249948698379014559e+03
7.358120325851999155e+01 9.419136171378582389e+01 1.420248600770386020e+03
6.771717198957635730e+01 8.119718814850013189e+01 1.102593110171036187e+03
7.426290816744790391e+01 7.763522190931672640e+01 1.166567693948977649e+03
1.002369605410898998e+02 9.471350960451097478e+01 1.942931076761840814e+03
7.338715655666702276e+01 6.333922297495789167e+01 9.444914475966119198e+02
6.463280734507343084e+01 7.824172347244204673e+01 1.040948664943745371e+03
7.359462757498515373e+01 8.084867086091975352e+01 1.215531472971330004e+03
7.801774612878305959e+01 5.190777095234294336e+01 8.353301961039129537e+02
6.739644415188129756e+01 7.462608295924908930e+01 1.014534587888260262e+03
7.877631855283313200e+01 5.649210764755495973e+01 9.102646852591577726e+02
8.455081390557587895e+01 8.507780926326414317e+01 1.466411858430917391e+03
9.252686969257898397e+01 6.819303246213083014e+01 1.308613023728937151e+03
1.072965729064002431e+02 7.934339244994416163e+01 1.745421678863808438e+03
6.910047441272257629e+01 5.925671995024013938e+01 8.289179505316398036e+02
8.027509698516585956e+01 1.042554310545378087e+02 1.699191662512409266e+03
7.468792790355601596e+01 6.761335343036110146e+01 1.037632747622949864e+03
8.090909258415074135e+01 8.819853051364329133e+01 1.460706291902123894e+03
8.989545183421961383e+01 7.590455432165579452e+01 1.411557945864237354e+03
8.422450014341052338e+01 6.000585632825863058e+01 1.017956615892087939e+03
7.027665288391635556e+01 9.438467324084152210e+01 1.350627834880255023e+03
5.032892816402953429e+01 6.303824221808379491e+01 6.522123452402308885e+02
1.121343705247770401e+02 7.886523535779976157e+01 1.795065981232592321e+03
7.092650625780683527e+01 8.511552949593780681e+01 1.236244476095118898e+03
7.191605408618929118e+01 7.281440139764235653e+01 1.079892955532794076e+03
9.436803554493764068e+01 3.862242910588820166e+01 7.455975782118865709e+02
7.995314498927358215e+01 9.538621975858475821e+01 1.567944594698126821e+03
9.001695197114597136e+01 7.941440028381012439e+01 1.476640596604149778e+03
1.063024841479313523e+02 8.586662582103858199e+01 1.866000730090714569e+03
5.687614169660637486e+01 7.896596005264687790e+01 9.078748119967266348e+02
7.294229136440681316e+01 7.906336379249307811e+01 1.185532216850367604e+03
7.583867498426222653e+01 9.276149839955381537e+01 1.439527855265698690e+03
9.288070515946671435e+01 7.655998347537109794e+01 1.441892617314401832e+03
8.976491546690932921e+01 6.872259514579086215e+01 1.248206684003781675e+03
9.837695437805915333e+01 8.066538996176336695e+01 1.612688832153287194e+03
7.538818768786583746e+01 8.696579289005092051e+01 1.340679742368909274e+03
7.577199402130605677e+01 9.889765008295273674e+01 1.513862080719104370e+03
9.355710496034015478e+01 6.918184314561516146e+01 1.326983981899148148e+03
7.421815575765192818e+01 9.544805457452642372e+01 1.441256075913372342e+03
8.987545714512384620e+01 8.085724346674236074e+01 1.485088882534950244e+03
7.611310523065053246e+01 9.258843590115886002e+01 1.446267601239833539e+03
6.284424943595560364e+01 7.793058907687463943e+01 9.937844359165086416e+02
8.178433486138278852e+01 8.215529220023290691e+01 1.383996466581996174e+03
5.021900919426231980e+01 8.030528412647477410e+01 8.265711602397827846e+02
5.887320108930296669e+01 8.344935725244056357e+01 1.007373668165665777e+03
6.471873233227040600e+01 7.572775847790536830e+01 1.002242259539840347e+03
1.003426902152088331e+02 6.259818347335090039e+01 1.267290310065812719e+03
8.493707962715160420e+01 7.166900837218176434e+01 1.242373597110407673e+03
6.677958473601947276e+01 6.688921496415679258e+01 9.120101175573595356e+02
7.271769006288209880e+01 7.827048513514350248e+01 1.172587264338345449e+03
