# life_time, setting1, setting2, setting3, s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12, s13, s14, s15, s16, s17, s18, s19, s20, s21
9.300000000000000000e+01 4.000000000000000083e-03 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.423999999999999773e+02 1.591960000000000036e+03 1.403930000000000064e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.537000000000000455e+02 2.388059999999999945e+03 9.063659999999999854e+03 1.300000000000000044e+00 4.732000000000000028e+01 5.212699999999999818e+02 2.388079999999999927e+03 8.143390000000000327e+03 8.442199999999999704e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.897999999999999687e+01 2.327110000000000056e+01
1.270000000000000000e+02 1.000000000000000048e-04 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.423999999999999773e+02 1.587349999999999909e+03 1.408640000000000100e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.540299999999999727e+02 2.388059999999999945e+03 9.067129999999999200e+03 1.300000000000000044e+00 4.752000000000000313e+01 5.222000000000000455e+02 2.388070000000000164e+03 8.141500000000000000e+03 8.405200000000000671e+00 2.999999999999999889e-02 3.950000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.897999999999999687e+01 2.323179999999999978e+01
7.700000000000000000e+01 2.000000000000000042e-03 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.424400000000000546e+02 1.589430000000000064e+03 1.415839999999999918e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.539700000000000273e+02 2.388190000000000055e+03 9.050930000000000291e+03 1.300000000000000044e+00 4.760999999999999943e+01 5.215800000000000409e+02 2.388170000000000073e+03 8.127409999999999854e+03 8.445199999999999818e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.889999999999999858e+01 2.329769999999999897e+01
6.800000000000000000e+01 1.100000000000000066e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.422999999999999545e+02 1.590569999999999936e+03 1.398859999999999900e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.546499999999999773e+02 2.388039999999999964e+03 9.070819999999999709e+03 1.300000000000000044e+00 4.728000000000000114e+01 5.218400000000000318e+02 2.388070000000000164e+03 8.144170000000000073e+03 8.448299999999999699e+00 2.999999999999999889e-02 3.910000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.900000000000000000e+01 2.325890000000000057e+01
8.100000000000000000e+01 -0.000000000000000000e+00 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430399999999999636e+02 1.594279999999999973e+03 1.414180000000000064e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.524700000000000273e+02 2.388090000000000146e+03 9.073930000000000291e+03 1.300000000000000044e+00 4.764000000000000057e+01 5.212799999999999727e+02 2.388110000000000127e+03 8.142750000000000000e+03 8.456599999999999895e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.870000000000000284e+01 2.329889999999999972e+01
5.300000000000000000e+01 -5.999999999999999474e-04 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426799999999999500e+02 1.584549999999999955e+03 1.406730000000000018e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.537000000000000455e+02 2.387989999999999782e+03 9.097780000000000655e+03 1.300000000000000044e+00 4.745000000000000284e+01 5.215099999999999909e+02 2.388039999999999964e+03 8.167159999999999854e+03 8.420500000000000540e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.892000000000000171e+01 2.330020000000000024e+01
7.700000000000000000e+01 3.399999999999999811e-03 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.424800000000000182e+02 1.592440000000000055e+03 1.417119999999999891e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.533099999999999454e+02 2.388119999999999891e+03 9.073879999999999200e+03 1.300000000000000044e+00 4.764000000000000057e+01 5.213200000000000500e+02 2.388090000000000146e+03 8.149619999999999891e+03 8.449999999999999289e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.889000000000000057e+01 2.327789999999999893e+01
2.210000000000000000e+02 -1.699999999999999905e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.418600000000000136e+02 1.589410000000000082e+03 1.399049999999999955e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.544600000000000364e+02 2.388010000000000218e+03 9.048719999999999345e+03 1.300000000000000044e+00 4.722999999999999687e+01 5.223600000000000136e+02 2.387980000000000018e+03 8.139069999999999709e+03 8.379300000000000637e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.888000000000000256e+01 2.336880000000000024e+01
1.040000000000000000e+02 8.999999999999999754e-04 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.429400000000000546e+02 1.587210000000000036e+03 1.411369999999999891e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.532599999999999909e+02 2.388110000000000127e+03 9.056680000000000291e+03 1.300000000000000044e+00 4.757999999999999829e+01 5.217599999999999909e+02 2.388090000000000146e+03 8.138649999999999636e+03 8.422599999999999199e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.885000000000000142e+01 2.332770000000000010e+01
1.680000000000000000e+02 -5.000000000000000104e-04 0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.424400000000000546e+02 1.583390000000000100e+03 1.403900000000000091e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.543400000000000318e+02 2.388030000000000200e+03 9.049850000000000364e+03 1.300000000000000044e+00 4.732000000000000028e+01 5.222599999999999909e+02 2.388079999999999927e+03 8.132300000000000182e+03 8.396399999999999864e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.900999999999999801e+01 2.340899999999999892e+01
2.290000000000000000e+02 1.600000000000000077e-03 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.424600000000000364e+02 1.585859999999999900e+03 1.403529999999999973e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.544099999999999682e+02 2.388050000000000182e+03 9.062860000000000582e+03 1.300000000000000044e+00 4.717000000000000171e+01 5.223700000000000045e+02 2.387969999999999800e+03 8.148699999999999818e+03 8.392300000000000537e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.884000000000000341e+01 2.346420000000000172e+01
9.600000000000000000e+01 -4.000000000000000192e-04 0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.427500000000000000e+02 1.589410000000000082e+03 1.412490000000000009e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.533600000000000136e+02 2.388170000000000073e+03 9.066579999999999927e+03 1.300000000000000044e+00 4.757000000000000028e+01 5.210900000000000318e+02 2.388059999999999945e+03 8.143649999999999636e+03 8.438499999999999446e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.882000000000000028e+01 2.319229999999999947e+01
1.350000000000000000e+02 2.700000000000000143e-03 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.424199999999999591e+02 1.586589999999999918e+03 1.400609999999999900e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.547599999999999909e+02 2.388059999999999945e+03 9.041059999999999491e+03 1.300000000000000044e+00 4.742000000000000171e+01 5.214199999999999591e+02 2.388070000000000164e+03 8.132140000000000327e+03 8.433500000000000441e+00 2.999999999999999889e-02 3.910000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.882999999999999829e+01 2.338080000000000069e+01
3.240000000000000000e+02 1.699999999999999905e-03 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.421399999999999864e+02 1.585480000000000018e+03 1.393380000000000109e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.537899999999999636e+02 2.388030000000000200e+03 9.057850000000000364e+03 1.300000000000000044e+00 4.734000000000000341e+01 5.217300000000000182e+02 2.387980000000000018e+03 8.141770000000000437e+03 8.392699999999999605e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.890999999999999659e+01 2.342299999999999827e+01
6.300000000000000000e+01 -2.000000000000000042e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.428899999999999864e+02 1.583150000000000091e+03 1.402670000000000073e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.533999999999999773e+02 2.388090000000000146e+03 9.069979999999999563e+03 1.300000000000000044e+00 4.757999999999999829e+01 5.214199999999999591e+02 2.388079999999999927e+03 8.146039999999999964e+03 8.452500000000000568e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.893999999999999773e+01 2.327659999999999840e+01
6.000000000000000000e+01 -5.000000000000000104e-04 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426200000000000045e+02 1.585319999999999936e+03 1.403529999999999973e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.529700000000000273e+02 2.388079999999999927e+03 9.063959999999999127e+03 1.300000000000000044e+00 4.765999999999999659e+01 5.214600000000000364e+02 2.388159999999999854e+03 8.143619999999999891e+03 8.483200000000000074e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.882999999999999829e+01 2.328200000000000003e+01
1.290000000000000000e+02 -2.000000000000000096e-04 -1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.425099999999999909e+02 1.584950000000000045e+03 1.402970000000000027e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.542500000000000000e+02 2.388010000000000218e+03 9.051010000000000218e+03 1.300000000000000044e+00 4.728000000000000114e+01 5.223200000000000500e+02 2.388039999999999964e+03 8.143829999999999927e+03 8.406399999999999650e+00 2.999999999999999889e-02 3.910000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.900999999999999801e+01 2.343420000000000059e+01
3.800000000000000000e+01 -1.100000000000000066e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.428400000000000318e+02 1.599329999999999927e+03 1.418690000000000055e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.531399999999999864e+02 2.388150000000000091e+03 9.057049999999999272e+03 1.300000000000000044e+00 4.782000000000000028e+01 5.207799999999999727e+02 2.388219999999999800e+03 8.132000000000000000e+03 8.446500000000000341e+00 2.999999999999999889e-02 3.960000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.874000000000000199e+01 2.321969999999999956e+01
8.000000000000000000e+01 1.299999999999999940e-03 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.424299999999999500e+02 1.588680000000000064e+03 1.410720000000000027e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.536200000000000045e+02 2.388079999999999927e+03 9.060719999999999345e+03 1.300000000000000044e+00 4.728000000000000114e+01 5.214099999999999682e+02 2.388050000000000182e+03 8.142590000000000146e+03 8.430500000000000327e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.890999999999999659e+01 2.337109999999999843e+01
9.600000000000000000e+01 6.999999999999999929e-04 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.422899999999999636e+02 1.579769999999999982e+03 1.395000000000000000e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.542200000000000273e+02 2.388019999999999982e+03 9.056229999999999563e+03 1.300000000000000044e+00 4.727000000000000313e+01 5.223700000000000045e+02 2.388070000000000164e+03 8.147770000000000437e+03 8.430699999999999861e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.906000000000000227e+01 2.335360000000000014e+01
4.900000000000000000e+01 1.799999999999999951e-03 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430199999999999818e+02 1.592359999999999900e+03 1.422539999999999964e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.525900000000000318e+02 2.388170000000000073e+03 9.035280000000000655e+03 1.300000000000000044e+00 4.799000000000000199e+01 5.202899999999999636e+02 2.388150000000000091e+03 8.110720000000000255e+03 8.490500000000000824e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.877000000000000313e+01 2.316240000000000165e+01
3.800000000000000000e+01 3.799999999999999992e-03 0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.431699999999999591e+02 1.596650000000000091e+03 1.419460000000000036e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.526000000000000227e+02 2.388090000000000146e+03 9.087350000000000364e+03 1.300000000000000044e+00 4.779999999999999716e+01 5.210499999999999545e+02 2.388119999999999891e+03 8.162569999999999709e+03 8.488099999999999312e+00 2.999999999999999889e-02 3.960000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.860999999999999943e+01 2.312890000000000157e+01
1.750000000000000000e+02 1.500000000000000031e-03 -4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.418899999999999864e+02 1.587609999999999900e+03 1.406000000000000000e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.544199999999999591e+02 2.388010000000000218e+03 9.067200000000000728e+03 1.300000000000000044e+00 4.717999999999999972e+01 5.222899999999999636e+02 2.388050000000000182e+03 8.152319999999999709e+03 8.420700000000000074e+00 2.999999999999999889e-02 3.910000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.881000000000000227e+01 2.335330000000000084e+01
1.120000000000000000e+02 -1.899999999999999996e-03 0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.421299999999999955e+02 1.584200000000000045e+03 1.404869999999999891e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.543400000000000318e+02 2.388090000000000146e+03 9.054530000000000655e+03 1.300000000000000044e+00 4.729999999999999716e+01 5.217999999999999545e+02 2.388070000000000164e+03 8.136470000000000255e+03 8.406399999999999650e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.884000000000000341e+01 2.333409999999999940e+01
2.740000000000000000e+02 8.000000000000000383e-04 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.421299999999999955e+02 1.589829999999999927e+03 1.399549999999999955e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.542999999999999545e+02 2.388059999999999945e+03 9.062079999999999927e+03 1.300000000000000044e+00 4.734000000000000341e+01 5.220700000000000500e+02 2.387949999999999818e+03 8.139760000000000218e+03 8.412499999999999645e+00 2.999999999999999889e-02 3.890000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.917000000000000171e+01 2.346910000000000096e+01
1.790000000000000000e+02 -1.699999999999999905e-03 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.424700000000000273e+02 1.581099999999999909e+03 1.408240000000000009e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.532699999999999818e+02 2.388050000000000182e+03 9.068469999999999345e+03 1.300000000000000044e+00 4.732000000000000028e+01 5.214500000000000455e+02 2.388090000000000146e+03 8.149510000000000218e+03 8.418699999999999406e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.892999999999999972e+01 2.336299999999999955e+01
1.680000000000000000e+02 1.399999999999999986e-03 4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.418400000000000318e+02 1.584099999999999909e+03 1.402759999999999991e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.545099999999999909e+02 2.388019999999999982e+03 9.051829999999999927e+03 1.300000000000000044e+00 4.707999999999999829e+01 5.221100000000000136e+02 2.388039999999999964e+03 8.142090000000000146e+03 8.408500000000000085e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.902000000000000313e+01 2.350169999999999959e+01
1.100000000000000000e+02 -4.199999999999999740e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.420800000000000409e+02 1.592640000000000100e+03 1.400549999999999955e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.535299999999999727e+02 2.388030000000000200e+03 9.078969999999999345e+03 1.300000000000000044e+00 4.735000000000000142e+01 5.220599999999999454e+02 2.388050000000000182e+03 8.152550000000000182e+03 8.415499999999999758e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.889999999999999858e+01 2.344059999999999988e+01
1.230000000000000000e+02 -2.000000000000000096e-04 -4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.421100000000000136e+02 1.585500000000000000e+03 1.404049999999999955e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.535499999999999545e+02 2.388079999999999927e+03 9.040889999999999418e+03 1.300000000000000044e+00 4.746000000000000085e+01 5.214800000000000182e+02 2.388070000000000164e+03 8.126210000000000036e+03 8.422000000000000597e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.889000000000000057e+01 2.333759999999999835e+01
4.600000000000000000e+01 -5.000000000000000104e-04 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.431200000000000045e+02 1.589980000000000018e+03 1.416630000000000109e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.526900000000000546e+02 2.388130000000000109e+03 9.084030000000000655e+03 1.300000000000000044e+00 4.777000000000000313e+01 5.212100000000000364e+02 2.388079999999999927e+03 8.158159999999999854e+03 8.452600000000000335e+00 2.999999999999999889e-02 3.960000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.878999999999999915e+01 2.316760000000000019e+01
1.630000000000000000e+02 -3.000000000000000062e-03 2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.421799999999999500e+02 1.581480000000000018e+03 1.393569999999999936e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.550099999999999909e+02 2.387989999999999782e+03 9.055159999999999854e+03 1.300000000000000044e+00 4.703999999999999915e+01 5.219900000000000091e+02 2.388039999999999964e+03 8.139829999999999927e+03 8.408899999999999153e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.907999999999999829e+01 2.345629999999999882e+01
1.310000000000000000e+02 -6.999999999999999929e-04 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426000000000000227e+02 1.589230000000000018e+03 1.414730000000000018e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.534400000000000546e+02 2.388130000000000109e+03 9.048530000000000655e+03 1.300000000000000044e+00 4.759000000000000341e+01 5.217000000000000455e+02 2.388090000000000146e+03 8.132840000000000146e+03 8.438299999999999912e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.874000000000000199e+01 2.324559999999999960e+01
3.300000000000000000e+01 4.000000000000000192e-04 -4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.431699999999999591e+02 1.594430000000000064e+03 1.409130000000000109e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.525700000000000500e+02 2.388170000000000073e+03 9.075629999999999200e+03 1.300000000000000044e+00 4.786999999999999744e+01 5.203999999999999773e+02 2.388130000000000109e+03 8.150569999999999709e+03 8.478899999999999437e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.861999999999999744e+01 2.317579999999999885e+01
1.660000000000000000e+02 -0.000000000000000000e+00 -4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426699999999999591e+02 1.585019999999999982e+03 1.408140000000000100e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.536100000000000136e+02 2.388070000000000164e+03 9.064790000000000873e+03 1.300000000000000044e+00 4.728000000000000114e+01 5.218799999999999955e+02 2.388039999999999964e+03 8.142399999999999636e+03 8.419000000000000483e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.890999999999999659e+01 2.333129999999999882e+01
5.400000000000000000e+01 -8.999999999999999754e-04 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.425900000000000318e+02 1.592339999999999918e+03 1.411750000000000000e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.536000000000000227e+02 2.388079999999999927e+03 9.085120000000000800e+03 1.300000000000000044e+00 4.757999999999999829e+01 5.211000000000000227e+02 2.388079999999999927e+03 8.163960000000000036e+03 8.412100000000000577e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.892000000000000171e+01 2.332679999999999865e+01
2.770000000000000000e+02 -6.999999999999999929e-04 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.427200000000000273e+02 1.592500000000000000e+03 1.403380000000000109e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.535800000000000409e+02 2.388010000000000218e+03 9.063049999999999272e+03 1.300000000000000044e+00 4.732999999999999829e+01 5.219199999999999591e+02 2.388090000000000146e+03 8.144090000000000146e+03 8.453200000000000713e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.879999999999999716e+01 2.330219999999999914e+01
7.900000000000000000e+01 5.000000000000000104e-04 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430900000000000318e+02 1.591519999999999982e+03 1.412950000000000045e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.537400000000000091e+02 2.388110000000000127e+03 9.045829999999999927e+03 1.300000000000000044e+00 4.750000000000000000e+01 5.211200000000000045e+02 2.388150000000000091e+03 8.125979999999999563e+03 8.460399999999999920e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.860000000000000142e+01 2.314789999999999992e+01
1.770000000000000000e+02 -2.099999999999999870e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430700000000000500e+02 1.583829999999999927e+03 1.401630000000000109e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.530499999999999545e+02 2.388130000000000109e+03 9.039610000000000582e+03 1.300000000000000044e+00 4.771999999999999886e+01 5.217999999999999545e+02 2.388159999999999854e+03 8.131460000000000036e+03 8.441700000000000870e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.860000000000000142e+01 2.325890000000000057e+01
1.010000000000000000e+02 -2.000000000000000096e-04 4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.422000000000000455e+02 1.585299999999999955e+03 1.407170000000000073e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.533700000000000045e+02 2.388119999999999891e+03 9.068389999999999418e+03 1.300000000000000044e+00 4.757000000000000028e+01 5.213600000000000136e+02 2.388090000000000146e+03 8.142869999999999891e+03 8.406599999999999184e+00 2.999999999999999889e-02 3.950000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.888000000000000256e+01 2.328269999999999840e+01
7.600000000000000000e+01 -5.700000000000000205e-03 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.429900000000000091e+02 1.584859999999999900e+03 1.411019999999999982e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.529299999999999500e+02 2.388099999999999909e+03 9.051799999999999272e+03 1.300000000000000044e+00 4.764999999999999858e+01 5.208500000000000227e+02 2.388079999999999927e+03 8.133689999999999600e+03 8.462999999999999190e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.878999999999999915e+01 2.324869999999999948e+01
1.270000000000000000e+02 4.000000000000000192e-04 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426000000000000227e+02 1.580210000000000036e+03 1.399900000000000091e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.537000000000000455e+02 2.388010000000000218e+03 9.052350000000000364e+03 1.300000000000000044e+00 4.732000000000000028e+01 5.218400000000000318e+02 2.388039999999999964e+03 8.141539999999999964e+03 8.421300000000000452e+00 2.999999999999999889e-02 3.910000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.903999999999999915e+01 2.340889999999999915e+01
1.460000000000000000e+02 3.000000000000000062e-03 -5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.427899999999999636e+02 1.592539999999999964e+03 1.408440000000000055e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.529199999999999591e+02 2.388110000000000127e+03 9.058590000000000146e+03 1.300000000000000044e+00 4.777000000000000313e+01 5.207699999999999818e+02 2.388059999999999945e+03 8.135739999999999782e+03 8.453900000000000858e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.878000000000000114e+01 2.321989999999999910e+01
8.100000000000000000e+01 1.899999999999999996e-03 2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.425499999999999545e+02 1.586650000000000091e+03 1.403859999999999900e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.537300000000000182e+02 2.388059999999999945e+03 9.074579999999999927e+03 1.300000000000000044e+00 4.754999999999999716e+01 5.223899999999999864e+02 2.388019999999999982e+03 8.158859999999999673e+03 8.399100000000000676e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.882999999999999829e+01 2.335379999999999967e+01
1.160000000000000000e+02 -0.000000000000000000e+00 -1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.427400000000000091e+02 1.591259999999999991e+03 1.409680000000000064e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.534400000000000546e+02 2.388110000000000127e+03 9.044780000000000655e+03 1.300000000000000044e+00 4.750999999999999801e+01 5.216499999999999773e+02 2.388099999999999909e+03 8.125619999999999891e+03 8.437500000000000000e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.872999999999999687e+01 2.328480000000000061e+01
1.000000000000000000e+00 6.999999999999999929e-04 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.440700000000000500e+02 1.597359999999999900e+03 1.432960000000000036e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.511100000000000136e+02 2.388239999999999782e+03 9.098479999999999563e+03 1.300000000000000044e+00 4.817999999999999972e+01 5.193700000000000045e+02 2.388190000000000055e+03 8.167850000000000364e+03 8.535800000000000054e+00 2.999999999999999889e-02 3.970000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.839999999999999858e+01 2.314160000000000039e+01
2.570000000000000000e+02 -1.799999999999999951e-03 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.421299999999999955e+02 1.584269999999999982e+03 1.402269999999999982e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.545900000000000318e+02 2.388030000000000200e+03 9.059940000000000509e+03 1.300000000000000044e+00 4.711999999999999744e+01 5.225199999999999818e+02 2.387980000000000018e+03 8.142560000000000400e+03 8.434100000000000819e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.911999999999999744e+01 2.345789999999999864e+01
